Week_ending_Friday,Week_number,Status,Dubai_crude_USD.p.bbl,NZ_US_exrate,Dubai_crude_NZD.p.bbl,Diesel_importer_cost_NZc.p.l,Diesel_ETS_NZc.p.l,Diesel_GST_NZc.p.l,Diesel_taxes_NZc.p.l,Diesel_price_excl_taxes_NZc.p.l,Diesel_main_port_price_NZc.p.l,Diesel_discounted_retail_price_NZc.p.l,Diesel_importer_margin_NZc.p.l,Diesel_margin_trend_NZc.p.l,Petrol_importer_cost_NZc.p.l,Petrol_ETS_NZc.p.l,Petrol_GST_NZc.p.l,Petrol_taxes_NZc.p.l,Petrol_price_excl_taxes_NZc.p.l,Petrol_main_port_price_NZc.p.l,Petrol_discounted_retail_price_NZc.p.l,Petrol_importer_margin_NZc.p.l,Petrol_margin_trend_NZc.p.l,Diesel_main_port_price_excl_taxes_NZc.p.l
9/10/2015,2015w41,Final,48.76,0.65522,74.41775282,67.149696,0.6675,15.17778828,15.55278828,100.1427552,125.9,116.3630435,32.9930592,32.886462,70.56424532,0.5775,25.18241966,92.31141966,100.1762977,203.9,193.0652174,29.61205241,27.59672881,108.4357609
16/10/2015,2015w42,Final,46.75,0.6734,69.42381942,63.73294011,0.6675,14.80511747,15.18011747,97.65828315,123.0428571,113.5059006,33.92534304,32.87626497,67.00292716,0.5775,24.80974885,91.93874885,97.69182568,201.0428571,190.2080745,30.68889852,27.63298628,105.9512888
23/10/2015,2015w43,Final,44.23,0.67784,65.25138676,61.51553714,0.6675,14.28337834,14.65837834,94.18002228,119.0428571,109.5059006,32.66448513,32.86606793,62.98684069,0.5775,24.28800972,91.41700972,94.21356481,197.0428571,186.2080745,31.22672413,27.66924376,102.473028
30/10/2015,2015w44,Final,44.4,0.6735,65.92427617,61.42178102,0.6675,14.13431002,14.50931002,93.18623346,117.9,108.3630435,31.76445244,32.83674,63.54914691,0.5775,24.1389414,91.2679414,93.21977599,195.9,185.0652174,29.67062908,27.70198054,101.4792391
6/11/2015,2015w45,Final,45.47,0.66736,68.13414049,63.89531585,0.9345,14.43244666,14.80744666,94.9068111,120.1857143,110.6487578,31.01149525,32.80741207,64.29160136,0.8085,24.1389414,91.2679414,92.98877599,195.9,185.0652174,28.69717463,27.73471733,103.1998168
13/11/2015,2015w46,Final,41.94,0.65422,64.10687536,63.52970112,0.9345,14.65604915,15.03104915,96.39749433,121.9,112.3630435,32.86779321,32.77808414,63.837477,0.8085,24.1389414,91.2679414,92.98877599,195.9,185.0652174,29.15129899,27.76745411,104.6905
20/11/2015,2015w47,Final,38.92,0.65092,59.79229398,61.52481154,0.9345,14.43244666,14.80744666,94.9068111,120.1857143,110.6487578,33.38199956,32.74875621,61.70695842,0.8085,23.91533891,91.04433891,91.49809276,194.1857143,183.3509317,29.79113435,27.8001909,103.1998168
27/11/2015,2015w48,Final,40.29,0.65526,61.48704331,61.38995788,0.9345,14.39517958,14.77017958,94.65836389,119.9,110.3630435,33.26840602,32.71942828,62.58221536,0.8085,23.87807183,91.00707183,91.24964556,193.9,183.0652174,28.6674302,27.83292768,102.9513696
4/12/2015,2015w49,Final,39.48,0.66194,59.64286793,58.75591083,1.09474,14.39517958,14.77017958,94.49812389,119.9,110.3630435,35.74221307,32.69010035,61.47958346,0.94714,23.87807183,91.00707183,91.11100556,193.9,183.0652174,29.63142209,27.86566447,102.7911296
11/12/2015,2015w50,Final,35.1,0.6702,52.37242614,53.70749172,1.1348,13.50076965,13.87576965,88.49533097,113.0428571,103.5059006,34.78783926,32.66077242,58.70750483,0.9818,23.20726438,90.33626438,86.60429587,188.7571429,177.9223602,27.89679104,27.89840125,96.78833665
18/12/2015,2015w51,Final,32.87,0.67392,48.77433523,48.18147874,1.1348,12.84859573,13.22359573,84.14750489,108.0428571,98.50590062,35.96602614,32.63144449,58.67863822,0.9818,22.92776127,90.05676127,84.74094183,186.6142857,175.7795031,26.06230361,27.93113804,92.44051056
25/12/2015,2015w52,Final,31.92,0.67795,47.08311822,47.19526063,1.1348,12.56909263,12.94409263,82.28415085,105.9,96.36304348,35.08889022,32.61606149,56.6420308,0.9818,22.70415879,89.83315879,83.2502586,184.9,174.0652174,26.6082278,27.954795,90.57715652
1/01/2016,2015w53,Final,31.78,0.685766667,46.3422933,46.68016356,1.1348,12.40996816,12.78496816,81.22332105,105.9,95.14308921,34.54315749,32.6006785,56.76667695,0.9818,22.62864087,89.75764087,82.7468058,184.9,173.4862467,25.98012885,27.97845196,90.57715652
8/01/2016,2016w01,Final,30.4,0.667925,45.51409215,44.44079931,1.1348,11.86239847,12.23739847,77.57285647,103.3285714,90.94505495,33.13205717,32.5852955,57.1649553,0.9818,22.52795031,89.65695031,82.0755354,184.9,172.7142857,24.9105801,28.00210892,88.34113168
15/01/2016,2016w02,Final,26.29,0.6519,40.32827121,40.85356042,1.1348,11.1356904,11.5106904,72.72813598,97.75714286,85.37362637,31.87457556,32.5699125,54.72554195,0.9818,22.34161491,89.47061491,80.83329938,183.4714286,171.2857143,26.10775743,28.02576588,83.49641118
22/01/2016,2016w03,Final,24.04,0.64486,37.27940948,38.27423407,1.1348,10.65121835,11.02621835,69.49832231,94.04285714,81.65934066,31.22408824,32.55452951,52.75398996,0.9818,21.98757764,89.11657764,78.47305093,180.7571429,168.5714286,25.71906097,28.04942284,80.26659752
29/01/2016,2016w04,Final,27.77,0.64672,42.93975755,41.11629185,1.1348,10.66985189,11.04485189,69.62254591,94.18571429,81.8021978,28.50625407,32.53914651,53.65755814,0.9818,22.04347826,89.17247826,78.84572174,181.1857143,169,25.1881636,28.0730798,80.39082112
5/02/2016,2016w05,Final,30.17,0.65858,45.81068359,42.88989726,1.1348,10.89345437,11.26845437,71.11322914,95.9,83.51648352,28.22333189,32.52376351,50.01611414,0.9818,22.26708075,89.39608075,80.33640497,182.9,170.7142857,30.32029083,28.09673676,81.88150435
12/02/2016,2016w06,Final,27,0.665825,40.55119588,40.36882097,1.1348,10.89345437,11.26845437,71.11322914,95.9,83.51648352,30.74440817,32.50838051,44.06439072,0.9818,21.54037267,88.66937267,75.49168447,177.3285714,165.1428571,31.42729375,28.12039372,81.88150435
19/02/2016,2016w07,Final,29.56,0.6628,44.5986723,44.09557977,1.1348,11.11705686,11.49205686,72.60391237,97.61428571,85.23076923,28.5083326,32.52712474,47.71040857,0.9818,21.0931677,88.2221677,72.51031801,173.9,161.7142857,24.79990944,28.12696659,83.37218758
26/02/2016,2016w08,Final,29.96,0.66782,44.86238807,43.37166524,1.1348,11.28475872,11.65975872,73.7219248,98.9,86.51648352,30.35025956,32.54586896,47.97875821,0.9818,21.0931677,88.2221677,72.51031801,173.9,161.7142857,24.53155981,28.13353947,84.4902
4/03/2016,2016w09,Final,32.21,0.66422,48.4929692,45.57115696,1.1348,11.67606307,12.05106307,76.33062045,101.9,89.51648352,30.75946349,32.56461319,50.99185809,0.9818,21.48447205,88.61347205,75.11901366,176.9,164.7142857,24.12715557,28.14011235,87.09889565
11/03/2016,2016w10,Final,35.48,0.67262,52.74895186,48.96958269,1.1348,12.12326804,12.49826804,79.31198691,105.3285714,92.94505495,30.34240422,32.58335742,55.74645176,0.9818,21.93167702,89.06067702,78.10038012,180.3285714,168.1428571,22.35392836,28.14668522,90.08026211
18/03/2016,2016w11,Final,35.94,0.67242,53.4487374,49.52121069,1.1348,12.98041089,13.35541089,85.02627262,111.9,99.51648352,35.50506193,32.60210164,55.92225775,0.9818,22.78881988,89.91781988,83.81466584,186.9,174.7142857,27.89240809,28.1532581,95.79454783
25/03/2016,2016w12,Final,36.82,0.67505,54.54410784,49.98091815,1.40176,12.98041089,13.35541089,84.75931262,111.9,99.51648352,34.77839447,32.62084587,56.89342218,1.21276,22.78881988,89.91781988,83.58370584,186.9,174.7142857,26.69028366,28.15983097,95.52758783
1/04/2016,2016w13,Final,34.93,0.68605,50.91465637,47.34334749,1.4685,12.76104703,13.13604703,83.23014685,111.9,97.83469388,35.88679936,32.63959009,55.47315389,1.2705,22.69612313,89.82512313,82.90798754,186.9,174.0036107,27.43483365,28.16640385,95.46084783
8/04/2016,2016w14,Final,35.14,0.68242,51.49321532,45.78492339,1.4685,11.72322026,12.09822026,76.31130172,106.1857143,89.87802198,30.52637833,32.65833432,53.34303063,1.2705,22.34892499,89.47792499,80.59333325,185.1857143,171.3417582,27.25030262,28.17297672,90.49190373
15/04/2016,2016w15,Final,39.72,0.68672,57.84016775,49.663304,1.4685,12.18905877,12.56405877,79.41689178,109.7571429,93.44945055,29.75358778,32.71181538,56.2011377,1.2705,22.8147635,89.9437635,83.69892332,188.7571429,174.9131868,27.49778561,28.18368899,93.59749379
22/04/2016,2016w16,Final,40.46,0.69606,58.12717294,50.12721234,1.7355,12.15179169,12.52679169,78.90144458,109.4714286,93.16373626,28.77423224,32.76529644,54.27429355,1.5015,22.77749642,89.90649642,83.21947611,188.4714286,174.6274725,28.94518256,28.19440127,93.08204658
29/04/2016,2016w17,Final,42.37,0.6912,61.29918981,53.63231457,1.7355,12.44992833,12.82492833,80.88902222,111.7571429,95.44945055,27.25670765,32.8187775,58.18632496,1.5015,22.88929766,90.01829766,83.96481773,189.3285714,175.4846154,25.77849276,28.20511354,95.06962422
6/05/2016,2016w18,Final,42.24,0.69386,60.87683394,52.13682155,1.9491,12.7107979,13.0857979,82.41455265,113.7571429,97.44945055,30.2777311,32.87225857,56.74613979,1.6863,22.96383182,90.09283182,84.27691214,189.9,176.056044,27.53077235,28.21582581,96.59515466
13/05/2016,2016w19,Final,42.98,0.68046,63.16315434,54.59233548,2.0025,13.08346871,13.45846871,84.8456247,116.6142857,100.3065934,30.25328922,32.92573963,58.42985762,1.7325,23.1874343,90.3164343,85.72139537,191.6142857,177.7703297,27.29153775,28.22653808,99.02622671
20/05/2016,2016w20,Final,45.66,0.677,67.44460857,57.84640853,2.0025,13.53067367,13.90567367,87.82699116,120.0428571,103.7351648,29.98058263,32.97922069,61.9797329,1.7325,23.52283803,90.65183803,87.95742021,194.1857143,180.3417582,25.97768731,28.23725035,102.0075932
27/05/2016,2016w21,Final,45.75,0.67408,67.87028246,59.05940917,2.0025,14.07104634,14.44604634,91.42947563,124.1857143,107.878022,32.37006646,33.03270175,62.91103261,1.7325,23.91414238,91.04314238,90.56611586,197.1857143,183.3417582,27.65508326,28.24796262,105.6100776
3/06/2016,2016w22,Final,46.13,0.6768,68.15898345,59.43930455,2.0025,14.29464883,14.66964883,92.92015886,125.9,109.5923077,33.48085431,33.08618281,62.08184181,1.7325,24.13774486,91.26674486,92.05679909,198.9,185.056044,29.97495728,28.25867489,107.1007609
10/06/2016,2016w23,Final,47.53,0.702675,67.64151279,58.51885543,2.0025,14.01514572,14.39014572,91.05680483,123.7571429,107.4494505,32.5379494,33.17475886,59.58773856,1.7325,23.85824176,90.98724176,90.19344505,196.7571429,182.9131868,30.60570649,28.2923659,105.2374068
17/06/2016,2016w24,Final,45.65,0.70372,64.86955039,56.29258939,2.0025,14.18284759,14.55784759,92.17481725,125.0428571,108.7351648,35.88222785,33.2633349,56.97089956,1.7325,23.57873865,90.70773865,88.33009102,194.6142857,180.7703297,31.35919146,28.32605691,106.3554193
24/06/2016,2016w25,Final,46.12,0.71422,64.5739408,56.31105001,2.3229,13.62384138,13.99884138,88.12770917,120.7571429,104.4494505,31.81665916,33.35191095,57.65979764,2.0097,23.13153368,90.26053368,85.07152456,191.1857143,177.3417582,27.41172692,28.35974791,102.3083112
1/07/2016,2016w26,Final,45.09,0.70802,63.68464168,56.00137301,2.403,13.62026112,13.99526112,88.02374079,119.9,104.4220019,32.02236778,33.440487,56.2087155,2.079,23.33454446,90.46354446,86.35562973,190.9,178.8981742,30.14691422,28.39343892,101.4828696
8/07/2016,2016w27,Final,43.85,0.7178,61.08943996,55.27443133,2.403,13.76455577,14.29455577,88.8307051,119.9,105.5282609,33.55627378,33.52906304,52.92361271,2.079,23.43131245,90.71531245,86.84574966,189.1857143,179.6400621,33.92213695,28.42712993,101.3278696
15/07/2016,2016w28,Final,43.08,0.72464,59.45020976,52.34229904,2.403,13.11238185,13.64238185,84.48287902,114.9,100.5282609,32.14057998,33.61763909,50.14649502,2.079,22.61143667,89.89543667,81.37991115,182.9,173.3543478,31.23341613,28.46082094,96.98004348
22/07/2016,2016w29,Final,42.29,0.70246,60.20271617,53.18104575,2.403,13.11238185,13.64238185,84.48287902,114.9,100.5282609,31.30183327,33.70621514,51.78739857,2.079,22.61143667,89.89543667,81.37991115,182.9,173.3543478,29.59251258,28.49451195,96.98004348
29/07/2016,2016w30,Final,39.88,0.70436,56.61877449,50.3417996,2.403,12.81424521,13.34424521,82.49530138,112.6142857,98.24254658,32.15350178,33.79479118,49.44472195,2.079,22.05243046,89.33643046,77.65320308,178.6142857,169.0686335,28.20848113,28.52820296,94.99246584
5/08/2016,2016w31,Final,39.45,0.7191,54.86024197,47.33353405,2.403,12.59064272,13.12064272,81.00461815,110.9,96.52826087,33.6710841,33.9203162,47.84373515,2.079,21.82882798,89.11282798,76.16251985,176.9,167.3543478,28.31878469,28.57909736,93.50178261
12/08/2016,2016w32,Final,42.33,0.71866,58.90128851,49.49956623,2.403,12.77697813,13.30697813,82.24685417,112.3285714,97.9568323,32.74728795,34.04584121,49.78725458,2.079,22.01516338,89.29916338,77.40475587,178.3285714,168.7829193,27.61750129,28.62999176,94.74401863
19/08/2016,2016w33,Final,46.48,0.7248,64.12803532,53.39429899,2.403,13.52231974,14.05231974,87.21579827,118.0428571,103.671118,33.82149929,34.17136623,53.98431275,2.079,22.760505,90.044505,82.37369997,184.0428571,174.497205,28.38938722,28.68088616,99.71296273
26/08/2016,2016w34,Final,46.21,0.72896,63.3916813,53.38869688,2.403,13.96952471,14.49952471,90.19716473,121.4714286,107.0996894,36.80846785,34.29689125,54.91687417,2.079,23.20770996,90.49170996,85.35506643,187.4714286,177.9257764,30.43819226,28.73178057,102.6943292
2/09/2016,2016w35,Final,43.44,0.72488,59.92716036,52.13687679,2.403,14.02542533,14.55542533,90.56983554,121.9,107.5282609,38.43295875,34.42241626,55.20600635,2.079,23.44994599,90.73394599,86.96997326,189.3285714,179.7829193,31.76396691,28.78267497,103.067
9/09/2016,2016w36,Final,44.38,0.73822,60.11758013,51.68812349,2.403,13.63412098,14.16412098,87.96113989,118.9,104.5282609,36.2730164,34.54794128,54.86637062,2.079,23.26361059,90.54761059,85.72773724,187.9,178.3543478,30.86136662,28.83356937,100.4583043
16/09/2016,2016w37,Final,43.03,0.73,58.94520548,51.24486781,2.403,13.63412098,14.16412098,87.96113989,118.9,104.5282609,36.71627208,34.67346629,55.13324986,2.079,23.26361059,90.54761059,85.72773724,187.9,178.3543478,30.59448738,28.88446378,100.4583043
23/09/2016,2016w38,Final,43.52,0.73066,59.56258725,51.51858237,2.403,13.63412098,14.16412098,87.96113989,118.9,104.5282609,36.44255751,34.79899131,55.0061195,2.079,23.26361059,90.54761059,85.72773724,187.9,178.3543478,30.72161774,28.93535818,100.4583043
30/09/2016,2016w39,Final,44.05,0.7263,60.6498692,52.82441899,2.403,13.61119363,14.14119363,87.80829085,118.9,104.3524845,34.98387186,34.9293713,56.02006929,2.079,23.10773697,90.39173697,84.6885798,187.9,177.1593168,28.66851051,28.97815715,100.4583043
7/10/2016,2016w40,Final,48.74,0.72104,67.59680462,57.22398807,2.403,13.92654604,14.45654604,89.91064029,121.7571429,106.7701863,32.68665222,35.05975129,58.54354523,2.079,23.09072374,90.37472374,84.57515825,190.7571429,177.028882,26.03161302,29.02095613,102.9427764
14/10/2016,2016w41,Final,49.49,0.70966,69.73762083,59.40724382,2.403,14.42965163,14.95965163,93.26467756,125.6142857,110.6273292,33.85743374,35.19013129,60.80912431,2.079,23.59382933,90.87782933,87.92919552,194.6142857,180.8860248,27.1200712,29.0637551,106.2968137
21/10/2016,2016w42,Final,49.06,0.71852,68.27924066,58.45410463,2.403,14.95139076,15.48139076,96.74293843,129.6142857,114.6273292,38.2888338,35.32051128,61.53173242,2.079,24.11556846,91.39956846,91.40745639,198.6142857,184.8860248,29.87572397,29.10655407,109.7750745
28/10/2016,2016w43,Final,48.13,0.71415,67.39480501,58.80682211,2.403,14.98865784,15.51865784,96.99138563,129.9,114.9130435,38.18456352,35.45089127,62.15294387,2.079,24.15283554,91.43683554,91.65590359,198.9,185.1717391,29.50295972,29.14935304,110.0235217
4/11/2016,2016w44,Final,43.67,0.72256,60.43788751,55.46693474,2.403,14.76505536,15.29505536,95.5007024,128.1857143,113.1987578,40.03376767,35.58127126,58.18563923,2.079,24.00376722,91.28776722,90.66211477,197.7571429,184.028882,32.47647555,29.19215202,108.5328385
11/11/2016,2016w45,Final,42.38,0.73054,58.01188162,52.63610642,2.403,13.92654604,14.45654604,89.91064029,121.7571429,106.7701863,37.27453388,35.71165126,55.09296532,2.079,23.22115852,90.50515852,85.44472347,191.7571429,178.028882,30.35175815,29.23495099,102.9427764
18/11/2016,2016w46,Final,42.94,0.70862,60.59665265,53.45761204,2.403,13.55387524,14.08387524,87.42616824,118.9,103.9130435,33.9685562,35.84203125,55.92812562,2.079,22.84848771,90.13248771,82.96025142,188.9,175.1717391,27.0321258,29.27774996,100.4583043
25/11/2016,2016w47,Final,45.6,0.70298,64.86671029,56.43143269,2.403,13.88927896,14.41927896,89.66219309,121.4714286,106.484472,33.2307604,35.91283377,59.58724788,2.079,23.18389144,90.46789144,85.19627626,191.4714286,177.7431677,25.60902838,29.27699714,102.6943292
2/12/2016,2016w48,Final,47.74,0.70902,67.33237426,55.94788128,2.403,14.26194977,14.79194977,92.14666514,124.3285714,109.3416149,36.19878386,35.98363629,59.01227205,2.079,23.55656225,90.84056225,87.68074831,194.3285714,180.6003106,28.66847626,29.27624433,105.1788012
9/12/2016,2016w49,Final,51.14,0.71472,71.55249608,59.6408868,2.403,14.74642182,15.27642182,95.3764788,128.0428571,113.0559006,35.735592,36.05443881,62.60675121,2.079,24.0410343,91.3250343,90.91056198,198.0428571,184.3145963,28.30381077,29.27549151,108.4086149
16/12/2016,2016w50,Final,52.26,0.7127,73.32678546,61.39038671,2.403,15.13772617,15.66772617,97.98517445,131.0428571,116.0559006,36.59478774,36.12524132,64.33254109,2.079,24.43233864,91.71633864,93.51925763,201.0428571,187.3145963,29.18671654,29.27473869,111.0173106
23/12/2016,2016w51,Final,52.2,0.69276,75.35077083,63.76258631,2.403,15.39859573,15.92859573,99.72430489,133.0428571,118.0559006,35.96171858,36.19604384,67.69242844,2.079,24.69320821,91.97720821,95.25838806,203.0428571,189.3145963,27.56595962,29.27398588,112.756441
30/12/2016,2016w52,Final,53.58,0.692933333,77.32345584,65.91979051,2.403,15.45922225,15.98922225,100.1284817,133.9,118.5207039,34.20869117,36.26684636,69.66065415,2.079,24.74715096,92.03115096,95.61800639,203.9,189.7281573,25.95735224,29.27323306,113.5017826
6/01/2017,2017w01,Final,54.02,0.6969,77.51470799,65.13511218,2.403,15.33850932,15.86850932,99.32372878,135.3285714,117.5952381,34.1886166,36.33764888,69.20147026,2.079,24.5863354,91.8703354,94.54590269,205.3285714,188.4952381,25.34443243,29.27248025,114.7440186
13/01/2017,2017w02,Final,53.19,0.70232,75.73470783,63.40732577,2.403,15.41304348,15.94304348,99.82062319,135.9,118.1666667,36.41329741,36.4084514,67.39795398,2.079,24.66086957,91.94486957,95.0427971,205.9,189.0666667,27.64484312,29.27172743,115.240913
20/01/2017,2017w03,Final,53.35,0.7147,74.64670491,61.80261317,2.403,15.7484472,16.2784472,102.056648,138.4714286,120.7380952,40.25403486,36.4100087,66.86006839,2.079,24.99627329,92.28027329,97.27882195,208.4714286,191.6380952,30.41875356,29.2507453,117.4769379
27/01/2017,2017w04,Final,53.95,0.72438,74.47748419,61.6188184,2.403,15.80434783,16.33434783,102.4293188,138.9,121.1666667,40.81050044,36.411566,65.81584813,2.079,25.05217391,92.33617391,97.65149275,208.9,192.0666667,31.83564462,29.22976317,117.8496087
3/02/2017,2017w05,Final,54.81,0.72856,75.23059185,61.88109526,3.0278,15.80434783,16.33434783,101.8045188,138.9,121.1666667,39.92342358,36.4131233,66.31817308,2.6195,25.05217391,92.33617391,97.11099275,208.9,192.0666667,30.79281968,29.20878105,117.2248087
10/02/2017,2017w06,Final,54.09,0.72585,74.51952883,62.4693339,3.0278,15.6552795,16.1852795,100.81073,137.7571429,120.0238095,38.34139612,36.4146806,66.56705025,2.6195,24.90310559,92.18710559,96.11720393,207.7571429,190.9238095,29.55015369,29.18779892,116.2310199
17/02/2017,2017w07,Final,53.85,0.71952,74.84156104,62.82437239,3.0278,15.54347826,16.07347826,100.0653884,136.9,119.1666667,37.24101601,36.4162379,67.13413497,2.6195,24.79130435,92.07530435,95.37186232,206.9,190.0666667,28.23772735,29.16681679,115.4856783
24/02/2017,2017w08,Final,54.57,0.71846,75.9541241,63.2965498,3.0278,15.54347826,16.07347826,100.0653884,136.9,119.1666667,36.76883861,36.41779521,65.23268438,2.6195,24.79130435,92.07530435,95.37186232,206.9,190.0666667,30.13917794,29.14583466,115.4856783
3/03/2017,2017w09,Final,54.55,0.71462,76.33427556,63.13402921,3.0278,15.54347826,16.07347826,100.0653884,136.9,119.1666667,36.9313592,36.41935251,63.9630914,2.6195,24.79130435,92.07530435,95.37186232,206.9,190.0666667,31.40877092,29.12485253,115.4856783
10/03/2017,2017w10,Final,52.7,0.6956,75.76193214,63.13889833,3.0278,15.54347826,16.07347826,100.0653884,136.9,119.1666667,36.92649008,36.42090981,64.78481352,2.6195,24.79130435,92.07530435,95.37186232,206.9,190.0666667,30.5870488,29.10387041,115.4856783
17/03/2017,2017w11,Final,49.82,0.69562,71.6195624,60.16122945,3.0278,15.31987578,15.84987578,98.57470518,135.1857143,117.452381,38.41347573,36.37717146,62.26980828,2.6195,24.56770186,91.85170186,93.88117909,205.1857143,188.352381,31.61137081,29.08309773,113.994995
24/03/2017,2017w12,Final,49.21,0.70352,69.94826018,58.74617886,3.0278,15.15217391,15.68217391,97.45669275,133.9,116.1666667,38.7105139,36.33343312,61.80890626,2.6195,24.4,91.684,92.76316667,203.9,187.0666667,30.9542604,29.06232505,112.8769826
31/03/2017,2017w13,Final,50.23,0.7024,71.511959,59.66576497,3.0278,15.2378609,15.7678609,98.02793931,133.9,116.8236002,38.36217435,36.28969477,63.28147247,2.6195,24.47823357,91.76223357,93.28472378,203.9,187.6664574,30.00325132,29.04155237,112.8769826
7/04/2017,2017w14,Final,52.48,0.69846,75.13672938,62.35640691,3.0278,15.45207836,15.98207836,99.45605571,133.9,118.4659341,37.0996488,36.24595642,66.30278412,2.6195,24.67381749,91.95781749,94.58861658,203.9,189.1659341,28.28583246,29.02077969,112.8769826
14/04/2017,2017w15,Final,54.19,0.6956,77.9039678,64.71258296,3.0278,15.71294792,16.24294792,101.1951861,135.9,120.4659341,36.48260319,36.20221808,67.88159026,2.6195,24.93468705,92.21868705,96.32774701,205.9,191.1659341,28.44615675,29.00000701,114.616113
21/04/2017,2017w16,Final,51.79,0.70195,73.78018377,63.0221471,3.0278,15.71294792,16.24294792,101.1951861,135.9,120.4659341,38.17303904,36.15847973,66.27516506,2.6195,24.93468705,92.21868705,96.32774701,205.9,191.1659341,30.05258196,28.97923433,114.616113
28/04/2017,2017w17,Final,50.02,0.69365,72.11129532,61.7021612,3.0278,15.71294792,16.24294792,101.1951861,135.9,120.4659341,39.49302495,36.11474139,64.28926243,2.6195,24.93468705,92.21868705,96.32774701,205.9,191.1659341,32.03848458,28.95846165,114.616113
5/05/2017,2017w18,Final,48.79,0.68976,70.73474832,58.99153118,3.0278,15.71294792,16.24294792,101.1951861,135.9,120.4659341,42.20365496,36.07100304,61.7304704,2.6195,24.93468705,92.21868705,96.32774701,205.9,191.1659341,34.59727662,28.93768897,114.616113
12/05/2017,2017w19,Final,48.63,0.68772,70.71191764,59.11265015,3.0278,15.19120879,15.72120879,97.71692527,131.9,116.4659341,38.60427513,36.00724962,62.75965324,2.6195,24.41294792,91.69694792,92.84948614,201.9,187.1659341,30.0898329,28.92887795,111.1378522
19/05/2017,2017w20,Final,51.3,0.6896,74.39095128,60.71906342,3.0278,15.19120879,15.72120879,97.71692527,131.9,116.4659341,36.99786186,35.94349619,64.42933972,2.6195,24.41294792,91.69694792,92.84948614,201.9,187.1659341,28.42014643,28.92006694,111.1378522
26/05/2017,2017w21,Final,52.06,0.70038,74.33107742,61.52411042,3.0278,15.19120879,15.72120879,97.71692527,131.9,116.4659341,36.19281486,35.87974277,64.31279763,2.6195,24.41294792,91.69694792,92.84948614,201.9,187.1659341,28.53668852,28.91125593,111.1378522
2/06/2017,2017w22,Final,49.32,0.70666,69.79311126,58.55214987,3.0278,15.19120879,15.72120879,97.71692527,131.9,116.4659341,39.1647754,35.81598934,62.08412227,2.6195,24.41294792,91.69694792,92.84948614,201.9,187.1659341,30.76536387,28.90244491,111.1378522
9/06/2017,2017w23,Final,47.27,0.71845,65.79441854,55.41570764,3.0278,15.19120879,15.72120879,97.71692527,131.9,116.4659341,42.30121764,35.75223592,58.88597769,2.6195,24.41294792,91.69694792,92.84948614,201.9,187.1659341,33.96350845,28.8936339,111.1378522
16/06/2017,2017w24,Final,46.18,0.72174,63.98426026,54.80869333,3.0278,14.31543239,14.84543239,91.87841596,125.1857143,109.7516484,37.06972263,35.68848249,56.47369647,2.6195,23.53717152,90.82117152,87.01097683,195.1857143,180.4516484,30.53728035,28.88482289,105.2993429
23/06/2017,2017w25,Final,44.56,0.7252,61.44511859,53.48059375,3.0278,13.32785475,13.85785475,85.29456503,117.6142857,102.1802198,31.81397127,35.62472907,54.81267179,2.6195,22.54959388,89.83359388,80.4271259,187.6142857,172.8802198,25.6144541,28.87601187,98.71549193
30/06/2017,2017w26,Final,46.15,0.73016,63.20532486,54.52597523,3.0278,13.14943215,13.67943215,84.105081,115.9,100.8123132,29.57910577,35.56097564,55.60422306,2.6195,22.41313725,89.69713725,79.51741503,185.9,171.8340523,23.91319197,28.86720086,97.2248087
7/07/2017,2017w27,Final,47.46,0.7287,65.129683,57.31866154,3.0278,13.26238185,13.89238185,84.75807902,115.9,101.6782609,27.43941748,35.48868406,57.12996754,2.6195,22.63100189,89.11500189,81.76984594,185.9,173.5043478,24.6398784,28.86654032,97.1248087
14/07/2017,2017w28,Final,46.55,0.72648,64.07609294,55.83627016,3.0278,13.26238185,13.89238185,84.75807902,115.9,101.6782609,28.92180886,35.41639248,56.72829483,2.6195,22.63100189,89.11500189,81.76984594,185.9,173.5043478,25.04155111,28.86587978,97.1248087
21/07/2017,2017w29,Final,47.7,0.73482,64.91385645,56.61082837,3.0278,13.52325142,14.15325142,86.49720945,117.9,103.6782609,29.88638109,35.3441009,58.22678987,2.6195,22.63100189,89.11500189,81.76984594,185.9,173.5043478,23.54305607,28.86521924,98.86393913
28/07/2017,2017w30,Final,48.99,0.74642,65.63328957,56.93577453,3.0278,13.78412098,14.41412098,88.23633989,119.9,105.6782609,31.30056536,35.27180932,57.77014834,2.6195,22.89187146,89.37587146,83.50897637,187.9,175.5043478,25.73882803,28.8645587,100.6030696
4/08/2017,2017w31,Final,50.73,0.7459,68.01179783,59.12968874,3.0278,14.23132595,14.86132595,91.21770635,123.3285714,109.1068323,32.0880176,35.19951774,60.53604825,2.6195,23.33907642,89.82307642,86.49034283,191.3285714,178.9329193,25.95429458,28.86389816,103.584436
11/08/2017,2017w32,Final,50.71,0.7335,69.13428766,59.62449953,3.0278,14.73443154,15.36443154,94.57174361,127.1857143,112.9639752,34.94724408,35.12722616,62.56347967,2.6195,23.84218201,90.32618201,89.8443801,195.1857143,182.7900621,27.28090043,28.86323761,106.9384733
